id,run no.,batch_size,train_k,train_n,ch_conv,l_hidden,dropout,nan_mode,class_importance,lr,all_best_val_runs,all_test_runs
"train(k)[1200, 400]__batch128_model[16, 32, 128][16, 0]_avg_do[0.4, 0.0]_lr[0.01]_binary",0,128.0,"[1200, 400]",,"[16, 32, 128]","[16, 0]","[0.4, 0.0]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 87.66, hss2:  79.93, cm: [[1078, 120], [9, 379]])","Metric(tss: 78.11, hss2:  13.82, cm: [[265600, 59351], [226, 6008]])"
"train(n)[4000, 400]__batch128_model[16, 32, 64][32, 0]_avg_do[0.2, 0.4]_lr[0.01]_binary",0,128.0,,"[4000, 400]","[16, 32, 64]","[32, 0]","[0.2, 0.4]",avg,,0.01,"Metric(tss: 84.11, hss2:  63.15, cm: [[3683, 322], [31, 364]])","Metric(tss: 59.09, hss2:  24.38, cm: [[304696, 20255], [2162, 4072]])"
"train(n)[400, 1400]__batchNone_model[16, 16, 128][64, 16]_0_do[0.4, 0.0]_lr[0.01]_binary",0,,,"[400, 1400]","[16, 16, 128]","[64, 16]","[0.4, 0.0]",0,,0.01,"Metric(tss: 87.49, hss2:  81.91, cm: [[377, 22], [98, 1303]])","Metric(tss:  6.25, hss2:  0.25, cm: [[20320, 304631], [0, 6234]])"
"train(n)[3200, 1200]__batchNone_model[32, 64, 16][8, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,,,"[3200, 1200]","[32, 64, 16]","[8, 0]","[0.0, 0.6000000000000001]",avg,,0.01,"Metric(tss: 72.39, hss2:  60.08, cm: [[2477, 773], [44, 1106]])","Metric(tss: 75.14, hss2:  12.45, cm: [[260632, 64319], [316, 5918]])"
"train(k)[2800, 1400]__batch1024_model[64, 64, 128][64, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[2800, 1400]",,"[64, 64, 128]","[64, 32]","[0.4, 0.6000000000000001]",0,"[0.4, 0.6]",0.01,"Metric(tss: 85.87, hss2:  81.27, cm: [[2515, 316], [39, 1274]])","Metric(tss: 78.61, hss2:  14.30, cm: [[267534, 57417], [232, 6002]])"
"train(n)[2000, 1000]__batch128_model[128, 32, 32][64, 16]_avg_do[0.4, 0.2]_lr[0.01]_binary",0,128.0,,"[2000, 1000]","[128, 32, 32]","[64, 16]","[0.4, 0.2]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 83.20, hss2:  77.75, cm: [[1731, 290], [24, 955]])","Metric(tss: 79.59, hss2:  15.66, cm: [[272800, 52151], [272, 5962]])"
"train(k)[3600, 400]__batch128_model[16, 32, 64][8, 0]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,128.0,"[3600, 400]",,"[16, 32, 64]","[8, 0]","[0.6000000000000001, 0.6000000000000001]",,"[0.2, 0.8]",0.01,"Metric(tss: 82.07, hss2:  51.79, cm: [[2534, 429], [11, 308]])","Metric(tss: 79.04, hss2:  22.77, cm: [[262649, 28455], [618, 4908]])"
"train(k)[1200, 1000]__batch1024_model[64, 16, 32][8, 8]_0_do[0.0, 0.4]_lr[0.01]_binary",0,1024.0,"[1200, 1000]",,"[64, 16, 32]","[8, 8]","[0.0, 0.4]",0,,0.01,"Metric(tss: 91.07, hss2:  90.37, cm: [[1077, 99], [5, 980]])","Metric(tss: 27.66, hss2:  1.42, cm: [[89879, 235072], [0, 6234]])"
"train(n)[4000, 400]__batch128_model[128, 128, 64][8, 16]_avg_do[0.4, 0.0]_lr[0.01]_binary",0,128.0,,"[4000, 400]","[128, 128, 64]","[8, 16]","[0.4, 0.0]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 83.31, hss2:  55.15, cm: [[3542, 465], [20, 373]])","Metric(tss: 58.17, hss2:  9.04, cm: [[254598, 70353], [1258, 4976]])"
"train(k)[4000, 1400]__batch128_model[128, 64, 16][32, 32]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,128.0,"[4000, 1400]",,"[128, 64, 16]","[32, 32]","[0.6000000000000001, 0.0]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 87.49, hss2:  80.92, cm: [[3549, 384], [38, 1344]])","Metric(tss: 65.60, hss2:  7.68, cm: [[228757, 96194], [299, 5935]])"
"train(k)[800, 1000]__batch128_model[64, 128, 128][16, 16]_None_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,128.0,"[800, 1000]",,"[64, 128, 128]","[16, 16]","[0.2, 0.6000000000000001]",,,0.01,"Metric(tss: 50.51, hss2:  53.75, cm: [[335, 315], [9, 865]])","Metric(tss: 48.57, hss2:  3.88, cm: [[161051, 130053], [373, 5153]])"
"train(k)[400, 1200]__batch1024_model[16, 64, 64][16, 32]_avg_do[0.2, 0.4]_lr[0.01]_binary",0,1024.0,"[400, 1200]",,"[16, 64, 64]","[16, 32]","[0.2, 0.4]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 87.52, hss2:  86.92, cm: [[384, 36], [45, 1105]])","Metric(tss: 79.33, hss2:  14.79, cm: [[269260, 55691], [220, 6014]])"
"train(n)[2400, 800]__batch1024_model[128, 32, 16][64, 32]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[2400, 800]","[128, 32, 16]","[64, 32]","[0.4, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 83.04, hss2:  74.44, cm: [[2106, 305], [34, 755]])","Metric(tss: 80.10, hss2:  18.86, cm: [[283234, 41717], [440, 5794]])"
"train(n)[4000, 200]__batch1024_model[64, 16, 16][8, 8]_avg_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[4000, 200]","[64, 16, 16]","[8, 8]","[0.4, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 83.52, hss2:  36.75, cm: [[3540, 482], [8, 170]])","Metric(tss: 56.53, hss2:  13.34, cm: [[281895, 43056], [1884, 4350]])"
"train(k)[3600, 800]__batch1024_model[32, 64, 16][16, 0]_avg_do[0.0, 0.4]_lr[0.01]_binary",0,1024.0,"[3600, 800]",,"[32, 64, 16]","[16, 0]","[0.0, 0.4]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 85.44, hss2:  70.27, cm: [[3178, 436], [19, 743]])","Metric(tss: 77.22, hss2:  12.28, cm: [[257585, 67366], [128, 6106]])"
"train(k)[3600, 600]__batch1024_model[64, 16, 32][8, 0]_avg_do[0.2, 0.0]_lr[0.01]_binary",0,1024.0,"[3600, 600]",,"[64, 16, 32]","[8, 0]","[0.2, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 86.65, hss2:  67.43, cm: [[3189, 414], [11, 580]])","Metric(tss: 79.00, hss2:  13.90, cm: [[265267, 59684], [164, 6070]])"
"train(k)[3200, 1400]__batchNone_model[64, 32, 32][16, 0]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,,"[3200, 1400]",,"[64, 32, 32]","[16, 0]","[0.0, 0.6000000000000001]",0,"[0.2, 0.8]",0.01,"Metric(tss: 85.30, hss2:  78.80, cm: [[2776, 406], [26, 1311]])","Metric(tss: 76.69, hss2:  12.00, cm: [[256288, 68663], [136, 6098]])"
"train(n)[2000, 200]__batchNone_model[128, 16, 64][32, 0]_avg_do[0.0, 0.4]_lr[0.01]_binary",0,,,"[2000, 200]","[128, 16, 64]","[32, 0]","[0.0, 0.4]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 85.85, hss2:  60.19, cm: [[1818, 190], [9, 183]])","Metric(tss: 49.47, hss2:  14.35, cm: [[291337, 33614], [2505, 3729]])"
"train(k)[2800, 1400]__batch128_model[128, 32, 16][32, 32]_avg_do[0.4, 0.2]_lr[0.01]_binary",0,128.0,"[2800, 1400]",,"[128, 32, 16]","[32, 32]","[0.4, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 87.09, hss2:  83.04, cm: [[2475, 295], [31, 1338]])","Metric(tss: 78.41, hss2:  13.27, cm: [[262420, 62531], [146, 6088]])"
"train(n)[800, 800]__batch1024_model[16, 64, 16][32, 32]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,1024.0,,"[800, 800]","[16, 64, 16]","[32, 32]","[0.6000000000000001, 0.0]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 84.59, hss2:  84.51, cm: [[715, 94], [30, 761]])","Metric(tss: 54.43, hss2:  4.33, cm: [[177815, 147136], [18, 6216]])"
"train(k)[1600, 1000]__batchNone_model[32, 64, 64][16, 0]_0_do[0.4, 0.0]_lr[0.01]_binary",0,,"[1600, 1000]",,"[32, 64, 64]","[16, 0]","[0.4, 0.0]",0,,0.01,"Metric(tss: 88.60, hss2:  86.35, cm: [[1517, 139], [28, 904]])","Metric(tss: 57.47, hss2:  6.31, cm: [[221298, 103653], [663, 5571]])"
"train(k)[4000, 200]__batch128_model[16, 16, 16][64, 16]_0_do[0.4, 0.4]_lr[0.01]_binary",0,128.0,"[4000, 200]",,"[16, 16, 16]","[64, 16]","[0.4, 0.4]",0,"[0.2, 0.8]",0.01,"Metric(tss: 85.39, hss2:  42.63, cm: [[3498, 471], [6, 213]])","Metric(tss: 60.24, hss2:  21.46, cm: [[299988, 24963], [2000, 4234]])"
"train(k)[400, 1000]__batch1024_model[128, 16, 16][32, 8]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[400, 1000]",,"[128, 16, 16]","[32, 8]","[0.4, 0.6000000000000001]",,"[0.3, 0.7]",0.01,"Metric(tss: 70.05, hss2:  72.93, cm: [[243, 82], [41, 828]])","Metric(tss: 50.90, hss2:  3.76, cm: [[149688, 141416], [29, 5497]])"
"train(k)[2400, 200]__batch128_model[64, 128, 128][16, 8]_0_do[0.2, 0.4]_lr[0.01]_binary",0,128.0,"[2400, 200]",,"[64, 128, 128]","[16, 8]","[0.2, 0.4]",0,"[0.4, 0.6]",0.01,"Metric(tss: 65.61, hss2:  50.85, cm: [[2203, 191], [56, 156]])","Metric(tss: 62.58, hss2:  14.65, cm: [[281860, 43091], [1506, 4728]])"
"train(k)[800, 200]__batch1024_model[64, 32, 64][16, 8]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[800, 200]",,"[64, 32, 64]","[16, 8]","[0.4, 0.6000000000000001]",0,"[0.4, 0.6]",0.01,"Metric(tss: 86.29, hss2:  74.42, cm: [[691, 92], [4, 200]])","Metric(tss: 75.07, hss2:  23.36, cm: [[295819, 29132], [995, 5239]])"
"train(n)[1600, 800]__batch128_model[64, 16, 64][16, 32]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,128.0,,"[1600, 800]","[64, 16, 64]","[16, 32]","[0.6000000000000001, 0.6000000000000001]",,"[0.2, 0.8]",0.01,"Metric(tss: 84.45, hss2:  79.76, cm: [[1284, 176], [24, 662]])","Metric(tss: 81.47, hss2:  20.36, cm: [[256907, 34197], [375, 5151]])"
"train(n)[2000, 1400]__batch128_model[128, 16, 32][16, 16]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,128.0,,"[2000, 1400]","[128, 16, 32]","[16, 16]","[0.6000000000000001, 0.4]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 85.58, hss2:  84.19, cm: [[1699, 234], [34, 1433]])","Metric(tss: 47.81, hss2:  3.35, cm: [[156022, 168929], [13, 6221]])"
"train(n)[2400, 1400]__batchNone_model[16, 128, 16][8, 16]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,,,"[2400, 1400]","[16, 128, 16]","[8, 16]","[0.6000000000000001, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 86.05, hss2:  83.24, cm: [[2167, 259], [45, 1329]])","Metric(tss: 71.79, hss2:  9.29, cm: [[239338, 85613], [116, 6118]])"
"train(k)[2800, 800]__batch128_model[16, 64, 128][8, 0]_avg_do[0.4, 0.0]_lr[0.01]_binary",0,128.0,"[2800, 800]",,"[16, 64, 128]","[8, 0]","[0.4, 0.0]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 87.10, hss2:  76.14, cm: [[2491, 319], [12, 761]])","Metric(tss: 79.02, hss2:  14.13, cm: [[266414, 58537], [185, 6049]])"
"train(k)[1600, 1200]__batch128_model[16, 16, 64][16, 0]_None_do[0.0, 0.4]_lr[0.01]_binary",0,128.0,"[1600, 1200]",,"[16, 16, 64]","[16, 0]","[0.0, 0.4]",,"[0.3, 0.7]",0.01,"Metric(tss: 84.08, hss2:  82.92, cm: [[1141, 171], [30, 1010]])","Metric(tss: 80.63, hss2:  23.47, cm: [[263119, 27985], [539, 4987]])"
"train(k)[1200, 1400]__batch128_model[32, 16, 32][8, 8]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,128.0,"[1200, 1400]",,"[32, 16, 32]","[8, 8]","[0.2, 0.6000000000000001]",0,"[0.4, 0.6]",0.01,"Metric(tss: 33.81, hss2:  35.53, cm: [[403, 764], [10, 1364]])","Metric(tss: 31.44, hss2:  1.72, cm: [[104673, 220278], [48, 6186]])"
"train(n)[3600, 1000]__batchNone_model[64, 128, 16][8, 32]_None_do[0.4, 0.2]_lr[0.01]_binary",0,,,"[3600, 1000]","[64, 128, 16]","[8, 32]","[0.4, 0.2]",,,0.01,"Metric(tss: 85.62, hss2:  78.27, cm: [[2892, 293], [48, 878]])","Metric(tss: 71.94, hss2:  29.82, cm: [[273961, 17143], [1225, 4301]])"
"train(k)[3200, 1200]__batch1024_model[32, 64, 32][16, 8]_avg_do[0.4, 0.4]_lr[0.01]_binary",0,1024.0,"[3200, 1200]",,"[32, 64, 32]","[16, 8]","[0.4, 0.4]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 90.82, hss2:  84.59, cm: [[2922, 274], [7, 1150]])","Metric(tss: 51.24, hss2:  4.52, cm: [[193140, 131811], [511, 5723]])"
"train(k)[3200, 400]__batch1024_model[128, 64, 32][64, 0]_None_do[0.2, 0.4]_lr[0.01]_binary",0,1024.0,"[3200, 400]",,"[128, 64, 32]","[64, 0]","[0.2, 0.4]",,"[0.4, 0.6]",0.01,"Metric(tss: 81.41, hss2:  60.87, cm: [[2316, 303], [25, 331]])","Metric(tss: 75.44, hss2:  22.18, cm: [[263220, 27884], [828, 4698]])"
"train(k)[1200, 1200]__batch128_model[64, 32, 32][8, 32]_0_do[0.4, 0.4]_lr[0.01]_binary",0,128.0,"[1200, 1200]",,"[64, 32, 32]","[8, 32]","[0.4, 0.4]",0,,0.01,"Metric(tss: 86.25, hss2:  86.19, cm: [[1064, 126], [37, 1132]])","Metric(tss: 80.89, hss2:  16.85, cm: [[276366, 48585], [259, 5975]])"
"train(n)[2400, 1200]__batchNone_model[32, 32, 128][8, 32]_None_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,,,"[2400, 1200]","[32, 32, 128]","[8, 32]","[0.6000000000000001, 0.0]",,"[0.4, 0.6]",0.01,"Metric(tss: 65.46, hss2:  65.51, cm: [[1935, 241], [244, 796]])","Metric(tss: 65.48, hss2:  13.42, cm: [[246351, 44753], [1058, 4468]])"
"train(k)[1200, 1000]__batchNone_model[64, 64, 16][16, 16]_0_do[0.4, 0.4]_lr[0.01]_binary",0,,"[1200, 1000]",,"[64, 64, 16]","[16, 16]","[0.4, 0.4]",0,"[0.3, 0.7]",0.01,"Metric(tss: 88.67, hss2:  87.85, cm: [[1085, 112], [19, 945]])","Metric(tss: 44.48, hss2:  3.03, cm: [[150787, 174164], [120, 6114]])"
"train(k)[2800, 800]__batchNone_model[128, 32, 64][64, 16]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,,"[2800, 800]",,"[128, 32, 64]","[64, 16]","[0.4, 0.6000000000000001]",,"[0.3, 0.7]",0.01,"Metric(tss: 84.34, hss2:  75.22, cm: [[1971, 286], [22, 713]])","Metric(tss: 79.55, hss2:  20.95, cm: [[259067, 32037], [522, 5004]])"
"train(n)[4000, 400]__batch128_model[16, 32, 32][16, 0]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,128.0,,"[4000, 400]","[16, 32, 32]","[16, 0]","[0.2, 0.2]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 86.75, hss2:  62.04, cm: [[3630, 370], [16, 384]])","Metric(tss: 61.55, hss2:  16.27, cm: [[287897, 37054], [1686, 4548]])"
"train(k)[1200, 200]__batch1024_model[64, 16, 32][8, 32]_0_do[0.2, 0.2]_lr[0.01]_binary",0,1024.0,"[1200, 200]",,"[64, 16, 32]","[8, 32]","[0.2, 0.2]",0,"[0.4, 0.6]",0.01,"Metric(tss: 83.90, hss2:  64.73, cm: [[1044, 151], [7, 195]])","Metric(tss: 77.09, hss2:  12.98, cm: [[261934, 63017], [219, 6015]])"
"train(k)[800, 200]__batch128_model[32, 32, 16][16, 8]_0_do[0.2, 0.2]_lr[0.01]_binary",0,128.0,"[800, 200]",,"[32, 32, 16]","[16, 8]","[0.2, 0.2]",0,,0.01,"Metric(tss: 88.10, hss2:  77.99, cm: [[714, 74], [5, 194]])","Metric(tss: 72.87, hss2:  11.95, cm: [[259711, 65240], [440, 5794]])"
"train(n)[2800, 1200]__batch1024_model[64, 128, 64][8, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[2800, 1200]","[64, 128, 64]","[8, 8]","[0.2, 0.6000000000000001]",avg,,0.01,"Metric(tss: 85.67, hss2:  81.86, cm: [[2574, 251], [64, 1111]])","Metric(tss: 69.68, hss2:  10.09, cm: [[249457, 75494], [442, 5792]])"
"train(k)[1600, 1400]__batch1024_model[16, 64, 128][16, 8]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,1024.0,"[1600, 1400]",,"[16, 64, 128]","[16, 8]","[0.6000000000000001, 0.0]",avg,,0.01,"Metric(tss: 82.20, hss2:  81.22, cm: [[1411, 216], [59, 1244]])","Metric(tss: 74.48, hss2:  13.01, cm: [[264450, 60501], [430, 5804]])"
"train(k)[4000, 200]__batchNone_model[64, 16, 64][64, 0]_None_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,,"[4000, 200]",,"[64, 16, 64]","[64, 0]","[0.2, 0.6000000000000001]",,,0.01,"Metric(tss: 84.39, hss2:  40.74, cm: [[2898, 402], [6, 169]])","Metric(tss: 66.31, hss2:  29.10, cm: [[275144, 15960], [1559, 3967]])"
"train(k)[4000, 1200]__batchNone_model[128, 128, 16][32, 8]_0_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,,"[4000, 1200]",,"[128, 128, 16]","[32, 8]","[0.6000000000000001, 0.6000000000000001]",0,"[0.4, 0.6]",0.01,"Metric(tss: 85.62, hss2:  73.52, cm: [[3517, 518], [17, 1088]])","Metric(tss: 73.55, hss2:  11.29, cm: [[254549, 70402], [298, 5936]])"
"train(n)[4000, 1400]__batch1024_model[16, 32, 64][16, 32]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,1024.0,,"[4000, 1400]","[16, 32, 64]","[16, 32]","[0.0, 0.0]",avg,,0.01,"Metric(tss: 91.02, hss2:  87.34, cm: [[3769, 228], [46, 1357]])","Metric(tss: 36.96, hss2:  3.91, cm: [[215697, 109254], [1834, 4400]])"
"train(n)[2000, 600]__batch1024_model[16, 64, 32][64, 32]_0_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[2000, 600]","[16, 64, 32]","[64, 32]","[0.6000000000000001, 0.6000000000000001]",0,,0.01,"Metric(tss: 83.35, hss2:  72.29, cm: [[1747, 270], [19, 564]])","Metric(tss: 80.83, hss2:  17.65, cm: [[279122, 45829], [316, 5918]])"
"train(k)[400, 400]__batch128_model[16, 64, 64][8, 16]_0_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,128.0,"[400, 400]",,"[16, 64, 64]","[8, 16]","[0.6000000000000001, 0.2]",0,,0.01,"Metric(tss: 88.11, hss2:  88.10, cm: [[363, 33], [14, 380]])","Metric(tss: 55.48, hss2:  4.67, cm: [[186658, 138293], [122, 6112]])"
"train(n)[2400, 200]__batch1024_model[32, 64, 16][32, 16]_None_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,1024.0,,"[2400, 200]","[32, 64, 16]","[32, 16]","[0.6000000000000001, 0.2]",,,0.01,"Metric(tss: 80.34, hss2:  56.78, cm: [[1984, 178], [20, 155]])","Metric(tss: 61.74, hss2:  26.15, cm: [[273979, 17125], [1789, 3737]])"
"train(k)[2000, 1400]__batch1024_model[128, 128, 64][32, 16]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[2000, 1400]",,"[128, 128, 64]","[32, 16]","[0.4, 0.6000000000000001]",0,"[0.4, 0.6]",0.01,"Metric(tss: 86.80, hss2:  84.68, cm: [[1776, 223], [27, 1295]])","Metric(tss: 75.92, hss2:  11.58, cm: [[254170, 70781], [143, 6091]])"
"train(k)[2000, 1400]__batchNone_model[16, 32, 32][32, 16]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,,"[2000, 1400]",,"[16, 32, 32]","[32, 16]","[0.2, 0.2]",avg,,0.01,"Metric(tss: 84.85, hss2:  83.18, cm: [[1737, 229], [48, 1321]])","Metric(tss: 76.73, hss2:  13.31, cm: [[264125, 60826], [284, 5950]])"
"train(n)[2800, 400]__batch1024_model[16, 32, 16][64, 8]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[2800, 400]","[16, 32, 16]","[64, 8]","[0.4, 0.6000000000000001]",0,"[0.4, 0.6]",0.01,"Metric(tss: 83.47, hss2:  62.14, cm: [[2486, 327], [19, 368]])","Metric(tss: 65.52, hss2:  11.64, cm: [[265096, 59855], [1001, 5233]])"
"train(n)[4000, 800]__batch1024_model[64, 64, 128][16, 32]_None_do[0.2, 0.4]_lr[0.01]_binary",0,1024.0,,"[4000, 800]","[64, 64, 128]","[16, 32]","[0.2, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 87.80, hss2:  72.56, cm: [[3186, 379], [11, 692]])","Metric(tss: 73.55, hss2:  30.49, cm: [[274053, 17051], [1138, 4388]])"
"train(n)[4000, 200]__batch1024_model[32, 64, 128][16, 8]_0_do[0.0, 0.0]_lr[0.01]_binary",0,1024.0,,"[4000, 200]","[32, 64, 128]","[16, 8]","[0.0, 0.0]",0,"[0.2, 0.8]",0.01,"Metric(tss: 86.50, hss2:  48.45, cm: [[3662, 339], [10, 189]])","Metric(tss: 31.85, hss2:  24.99, cm: [[317358, 7593], [4103, 2131]])"
"train(k)[2000, 200]__batchNone_model[64, 16, 32][8, 8]_avg_do[0.0, 0.2]_lr[0.01]_binary",0,,"[2000, 200]",,"[64, 16, 32]","[8, 8]","[0.0, 0.2]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 87.53, hss2:  57.22, cm: [[1806, 220], [3, 183]])","Metric(tss: 78.57, hss2:  14.17, cm: [[266946, 58005], [223, 6011]])"
"train(n)[2000, 600]__batch128_model[32, 32, 16][8, 8]_0_do[0.0, 0.4]_lr[0.01]_binary",0,128.0,,"[2000, 600]","[32, 32, 16]","[8, 8]","[0.0, 0.4]",0,,0.01,"Metric(tss: 83.19, hss2:  73.55, cm: [[1790, 238], [29, 543]])","Metric(tss: 82.46, hss2:  21.26, cm: [[287964, 36987], [384, 5850]])"
"train(k)[2000, 400]__batch1024_model[32, 32, 64][8, 8]_0_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,1024.0,"[2000, 400]",,"[32, 32, 64]","[8, 8]","[0.6000000000000001, 0.2]",0,"[0.2, 0.8]",0.01,"Metric(tss: 83.00, hss2:  67.60, cm: [[1781, 227], [21, 348]])","Metric(tss: 77.16, hss2:  12.90, cm: [[261455, 63496], [206, 6028]])"
"train(k)[2800, 800]__batch1024_model[128, 32, 128][32, 32]_None_do[0.2, 0.4]_lr[0.01]_binary",0,1024.0,"[2800, 800]",,"[128, 32, 128]","[32, 32]","[0.2, 0.4]",,"[0.4, 0.6]",0.01,"Metric(tss: 86.26, hss2:  77.20, cm: [[2033, 256], [18, 685]])","Metric(tss: 79.43, hss2:  24.66, cm: [[265427, 25677], [649, 4877]])"
"train(k)[4000, 1400]__batch1024_model[128, 32, 128][64, 0]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,1024.0,"[4000, 1400]",,"[128, 32, 128]","[64, 0]","[0.6000000000000001, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 83.03, hss2:  77.45, cm: [[3619, 383], [98, 1226]])","Metric(tss: 80.78, hss2:  16.49, cm: [[275147, 49804], [243, 5991]])"
"train(k)[4000, 600]__batch128_model[32, 16, 128][8, 8]_None_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,128.0,"[4000, 600]",,"[32, 16, 128]","[8, 8]","[0.0, 0.6000000000000001]",,"[0.4, 0.6]",0.01,"Metric(tss: 87.27, hss2:  68.31, cm: [[2947, 349], [11, 503]])","Metric(tss: 76.25, hss2:  28.75, cm: [[271546, 19558], [941, 4585]])"
"train(k)[4000, 400]__batchNone_model[128, 32, 16][16, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,,"[4000, 400]",,"[128, 32, 16]","[16, 0]","[0.0, 0.6000000000000001]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 89.55, hss2:  61.90, cm: [[3592, 397], [2, 396]])","Metric(tss: 56.56, hss2:  5.66, cm: [[210183, 114768], [506, 5728]])"
"train(n)[3600, 1400]__batch1024_model[32, 128, 128][16, 16]_0_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[3600, 1400]","[32, 128, 128]","[16, 16]","[0.6000000000000001, 0.6000000000000001]",0,"[0.2, 0.8]",0.01,"Metric(tss: 61.27, hss2:  58.62, cm: [[3046, 543], [333, 1078]])","Metric(tss: 61.08, hss2:  13.40, cm: [[278177, 46774], [1529, 4705]])"
"train(k)[2400, 1000]__batch128_model[32, 64, 128][32, 32]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,128.0,"[2400, 1000]",,"[32, 64, 128]","[32, 32]","[0.6000000000000001, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 85.95, hss2:  80.95, cm: [[2076, 264], [29, 1020]])","Metric(tss: 80.08, hss2:  14.94, cm: [[269352, 55599], [175, 6059]])"
"train(k)[400, 1200]__batch128_model[32, 64, 32][8, 0]_None_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,128.0,"[400, 1200]",,"[32, 64, 32]","[8, 0]","[0.0, 0.6000000000000001]",,,0.01,"Metric(tss: 81.17, hss2:  84.17, cm: [[267, 54], [21, 1024]])","Metric(tss: 78.24, hss2:  16.02, cm: [[246993, 44111], [365, 5161]])"
"train(n)[2000, 600]__batch128_model[16, 64, 32][32, 16]_None_do[0.4, 0.4]_lr[0.01]_binary",0,128.0,,"[2000, 600]","[16, 64, 32]","[32, 16]","[0.4, 0.4]",,,0.01,"Metric(tss: 85.42, hss2:  76.88, cm: [[1581, 193], [20, 521]])","Metric(tss: 77.90, hss2:  26.96, cm: [[269018, 22086], [802, 4724]])"
"train(k)[1200, 400]__batch1024_model[128, 128, 32][16, 8]_None_do[0.2, 0.0]_lr[0.01]_binary",0,1024.0,"[1200, 400]",,"[128, 128, 32]","[16, 8]","[0.2, 0.0]",,,0.01,"Metric(tss: 84.27, hss2:  78.02, cm: [[868, 112], [16, 356]])","Metric(tss: 64.41, hss2:  8.35, cm: [[214948, 76156], [521, 5005]])"
