id,model id,run no.,val_part,test_part,batch_size,train_k,train_n,ch_conv,l_hidden,dropout,nan_mode,class_importance,lr,best_val_run,test_run
"train(n)[4000, 1200]_val[0.2]_test[3]_batchNone_model[16, 16, 32][64, 0]_avg_do[0.2, 0.0]_lr[0.01]_binary","train(n)[4000, 1200]__batchNone_model[16, 16, 32][64, 0]_avg_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,3,,,"[4000, 1200]","[16, 16, 32]","[64, 0]","[0.2, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 90.29, hss2:  82.69, cm: [[757, 61], [5, 217]])","Metric(tss: 16.60, hss2:  24.61, cm: [[40866, 220], [1180, 244]])"
"train(n)[4000, 1200]_val[0.2]_test[4]_batchNone_model[16, 16, 32][64, 0]_avg_do[0.2, 0.0]_lr[0.01]_binary","train(n)[4000, 1200]__batchNone_model[16, 16, 32][64, 0]_avg_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,4,,,"[4000, 1200]","[16, 16, 32]","[64, 0]","[0.2, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 84.53, hss2:  76.68, cm: [[712, 84], [12, 232]])","Metric(tss: 69.15, hss2:  9.24, cm: [[34639, 15457], [0, 1165]])"
"train(n)[4000, 1200]_val[0.2]_test[5]_batchNone_model[16, 16, 32][64, 0]_avg_do[0.2, 0.0]_lr[0.01]_binary","train(n)[4000, 1200]__batchNone_model[16, 16, 32][64, 0]_avg_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,5,,,"[4000, 1200]","[16, 16, 32]","[64, 0]","[0.2, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 90.21, hss2:  82.84, cm: [[735, 65], [4, 236]])","Metric(tss: 80.83, hss2:  10.72, cm: [[61241, 13134], [15, 975]])"
"train(n)[4000, 1000]_val[0.2]_test[1]_batchNone_model[128, 128, 32][16, 16]_0_do[0.2, 0.2]_lr[0.01]_binary","train(n)[4000, 1000]__batchNone_model[128, 128, 32][16, 16]_0_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,1,,,"[4000, 1000]","[128, 128, 32]","[16, 16]","[0.2, 0.2]",0,"[0.3, 0.7]",0.01,"Metric(tss: 82.91, hss2:  69.67, cm: [[671, 116], [5, 208]])","Metric(tss: 75.57, hss2:  18.53, cm: [[64213, 8025], [167, 1087]])"
"train(n)[4000, 1000]_val[0.2]_test[2]_batchNone_model[128, 128, 32][16, 16]_0_do[0.2, 0.2]_lr[0.01]_binary","train(n)[4000, 1000]__batchNone_model[128, 128, 32][16, 16]_0_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,2,,,"[4000, 1000]","[128, 128, 32]","[16, 16]","[0.2, 0.2]",0,"[0.3, 0.7]",0.01,"Metric(tss: 85.99, hss2:  74.25, cm: [[716, 88], [6, 190]])","Metric(tss: 77.39, hss2:  11.82, cm: [[71303, 15853], [62, 1339]])"
"train(n)[4000, 1000]_val[0.2]_test[3]_batchNone_model[128, 128, 32][16, 16]_0_do[0.2, 0.2]_lr[0.01]_binary","train(n)[4000, 1000]__batchNone_model[128, 128, 32][16, 16]_0_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,3,,,"[4000, 1000]","[128, 128, 32]","[16, 16]","[0.2, 0.2]",0,"[0.3, 0.7]",0.01,"Metric(tss: 81.08, hss2:  70.26, cm: [[707, 95], [14, 184]])","Metric(tss: 79.75, hss2:  24.06, cm: [[34207, 6879], [50, 1374]])"
"train(n)[4000, 1000]_val[0.2]_test[4]_batchNone_model[128, 128, 32][16, 16]_0_do[0.2, 0.2]_lr[0.01]_binary","train(n)[4000, 1000]__batchNone_model[128, 128, 32][16, 16]_0_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,4,,,"[4000, 1000]","[128, 128, 32]","[16, 16]","[0.2, 0.2]",0,"[0.3, 0.7]",0.01,"Metric(tss: 85.58, hss2:  77.03, cm: [[754, 64], [12, 170]])","Metric(tss: 84.14, hss2:  31.28, cm: [[45976, 4120], [89, 1076]])"
"train(n)[4000, 1000]_val[0.2]_test[5]_batchNone_model[128, 128, 32][16, 16]_0_do[0.2, 0.2]_lr[0.01]_binary","train(n)[4000, 1000]__batchNone_model[128, 128, 32][16, 16]_0_do[0.2, 0.2]_lr[0.01]_binary",0,0.2,5,,,"[4000, 1000]","[128, 128, 32]","[16, 16]","[0.2, 0.2]",0,"[0.3, 0.7]",0.01,"Metric(tss: 84.66, hss2:  76.49, cm: [[704, 77], [12, 207]])","Metric(tss: 80.49, hss2:  30.75, cm: [[70981, 3394], [148, 842]])"
"train(n)[800, 1400]_val[0.2]_test[1]_batchNone_model[32, 128, 32][16, 8]_0_do[0.4, 0.0]_lr[0.01]_binary","train(n)[800, 1400]__batchNone_model[32, 128, 32][16, 8]_0_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,1,,,"[800, 1400]","[32, 128, 32]","[16, 8]","[0.4, 0.0]",0,"[0.2, 0.8]",0.01,"Metric(tss: 79.27, hss2:  79.78, cm: [[147, 24], [18, 251]])","Metric(tss: 74.90, hss2:  18.54, cm: [[64301, 7937], [177, 1077]])"
"train(n)[800, 1400]_val[0.2]_test[2]_batchNone_model[32, 128, 32][16, 8]_0_do[0.4, 0.0]_lr[0.01]_binary","train(n)[800, 1400]__batchNone_model[32, 128, 32][16, 8]_0_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,2,,,"[800, 1400]","[32, 128, 32]","[16, 8]","[0.4, 0.0]",0,"[0.2, 0.8]",0.01,"Metric(tss: 82.06, hss2:  82.46, cm: [[145, 20], [16, 259]])","Metric(tss: 81.25, hss2:  22.25, cm: [[79464, 7692], [139, 1262]])"
"train(n)[800, 1400]_val[0.2]_test[3]_batchNone_model[32, 128, 32][16, 8]_0_do[0.4, 0.0]_lr[0.01]_binary","train(n)[800, 1400]__batchNone_model[32, 128, 32][16, 8]_0_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,3,,,"[800, 1400]","[32, 128, 32]","[16, 8]","[0.4, 0.0]",0,"[0.2, 0.8]",0.01,"Metric(tss:  0.00, hss2:  0.00, cm: [[0, 170], [0, 270]])","Metric(tss:  0.00, hss2:  0.00, cm: [[0, 41086], [0, 1424]])"
"train(n)[800, 1400]_val[0.2]_test[4]_batchNone_model[32, 128, 32][16, 8]_0_do[0.4, 0.0]_lr[0.01]_binary","train(n)[800, 1400]__batchNone_model[32, 128, 32][16, 8]_0_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,4,,,"[800, 1400]","[32, 128, 32]","[16, 8]","[0.4, 0.0]",0,"[0.2, 0.8]",0.01,"Metric(tss: 83.66, hss2:  85.33, cm: [[146, 24], [6, 264]])","Metric(tss: 85.22, hss2:  21.34, cm: [[42948, 7148], [6, 1159]])"
